sample_number,position,token_id,token,predicted_class_index,predicted_class_name,output_class_index,output_class_name,signed_shap,abs_shap,is_predicted_class
77,9,27,2,3,tekno,0,bola,-0.10540227591991425,0.10540227591991425,False
77,9,27,2,3,tekno,1,global,0.039943791925907135,0.039943791925907135,False
77,9,27,2,3,tekno,2,money,0.026669548824429512,0.026669548824429512,False
77,9,27,2,3,tekno,3,tekno,0.02119709737598896,0.02119709737598896,True
77,10,105,jutaan,3,tekno,0,bola,-0.33930134773254395,0.33930134773254395,False
77,10,105,jutaan,3,tekno,1,global,0.07304983586072922,0.07304983586072922,False
77,10,105,jutaan,3,tekno,2,money,0.0,0.0,False
77,10,105,jutaan,3,tekno,3,tekno,0.22629480063915253,0.22629480063915253,True
77,11,703,edisi,3,tekno,0,bola,0.05250769108533859,0.05250769108533859,False
77,11,703,edisi,3,tekno,1,global,-0.012214183807373047,0.012214183807373047,False
77,11,703,edisi,3,tekno,2,money,-0.04845119267702103,0.04845119267702103,False
77,11,703,edisi,3,tekno,3,tekno,0.02285783737897873,0.02285783737897873,True
77,12,1856,januari,3,tekno,0,bola,-0.1439969539642334,0.1439969539642334,False
77,12,1856,januari,3,tekno,1,global,0.010213578119874,0.010213578119874,False
77,12,1856,januari,3,tekno,2,money,0.09210892021656036,0.09210892021656036,False
77,12,1856,januari,3,tekno,3,tekno,0.05048490688204765,0.05048490688204765,True
77,13,5,2026,3,tekno,0,bola,-0.04059268906712532,0.04059268906712532,False
77,13,5,2026,3,tekno,1,global,0.0,0.0,False
77,13,5,2026,3,tekno,2,money,0.04770999029278755,0.04770999029278755,False
77,13,5,2026,3,tekno,3,tekno,0.0,0.0,True
77,14,2,[SEP],3,tekno,0,bola,0.17819252610206604,0.17819252610206604,False
77,14,2,[SEP],3,tekno,1,global,-0.05114031583070755,0.05114031583070755,False
